booking_no,branch_code,customer_name,due_date,payment_date,amount_due,amount_paid,status
3576688457699,3001,Customer_339,2025-06-08,2025-06-11,1000000,1000000,PAID
8897302636041,8504,Customer_340,2025-01-26,2025-01-26,1500000,1300000,UNDERPAID
8641268000156,4002,Customer_341,2025-05-03,,1200000,,UNPAID
3574958320478,2000,Customer_342,2025-03-31,2025-04-01,1284000,1284000,PAID
8343802388733,8504,Customer_343,2025-04-24,2025-04-27,1000000,1000000,PAID
8575835252289,4002,Customer_344,2025-04-29,2025-05-02,1500000,2000000,OVERPAID
3227705764745,8504,Customer_345,2025-04-13,2025-04-13,1500000,1500000,PAID
3289936566021,2000,Customer_346,2025-03-26,2025-03-26,1200000,1000000,UNDERPAID
1043864647586,8504,Customer_347,2025-03-28,2025-03-31,1284000,1284000,PAID
5672953698297,3001,Customer_348,2025-02-03,2025-02-04,1200000,1200000,PAID
7029805040749,3001,Customer_349,2025-05-24,2025-05-25,1200000,1000000,UNDERPAID
7676858634263,4002,Customer_350,2025-03-13,2025-03-16,1284000,1084000,UNDERPAID
1167118923422,3001,Customer_351,2025-01-01,2025-01-01,1000000,1500000,OVERPAID
6963733732490,8504,Customer_352,2025-05-11,2025-05-14,1284000,1284000,PAID
7101758191525,2000,Customer_353,2025-04-01,,1500000,,UNPAID
1663881849619,2000,Customer_354,2025-03-11,2025-03-11,1000000,1500000,OVERPAID
8420804633106,3001,Customer_355,2025-06-09,2025-06-09,1000000,800000,UNDERPAID
1613768925023,3001,Customer_356,2025-02-22,,1500000,,UNPAID
7904370628473,2000,Customer_357,2025-06-22,2025-06-23,1284000,1084000,UNDERPAID
6075772156511,2000,Customer_358,2025-06-14,2025-06-17,1200000,1700000,OVERPAID
6738860447794,4002,Customer_359,2025-01-14,2025-01-15,1500000,1300000,UNDERPAID
3769368854871,8504,Customer_360,2025-05-21,2025-05-21,1200000,1700000,OVERPAID
9962330769356,8504,Customer_361,2025-06-15,2025-06-15,1000000,1000000,PAID
3216734856559,8504,Customer_362,2025-06-08,2025-06-09,1000000,1000000,PAID
9194411879341,3001,Customer_363,2025-01-20,2025-01-21,1000000,1500000,OVERPAID
6819550724566,3001,Customer_364,2025-06-14,2025-06-17,1000000,1000000,PAID
4485833421170,8504,Customer_365,2025-03-25,,1500000,,UNPAID
3347524837587,2000,Customer_366,2025-05-21,2025-05-22,1284000,1284000,PAID
7465222869086,8504,Customer_367,2025-05-22,,1000000,,UNPAID
5727412299645,3001,Customer_368,2025-02-05,2025-02-06,1500000,1300000,UNDERPAID
4908217220184,8504,Customer_369,2025-01-05,2025-01-05,1200000,1200000,PAID
5852801247558,4002,Customer_370,2025-04-16,,1284000,,UNPAID
1748472879196,3001,Customer_371,2025-05-12,2025-05-12,1284000,1084000,UNDERPAID
6034799458311,4002,Customer_372,2025-01-18,2025-01-19,1200000,1200000,PAID
6807686144939,8504,Customer_373,2025-01-11,,1500000,,UNPAID
4865576292768,4002,Customer_374,2025-01-20,,1200000,,UNPAID
8279741741460,8504,Customer_375,2025-06-18,2025-06-18,1284000,1784000,OVERPAID
6245303595633,2000,Customer_376,2025-01-25,2025-01-26,1200000,1000000,UNDERPAID
4435351336677,8504,Customer_377,2025-02-28,2025-03-01,1200000,1200000,PAID
9086615417979,8504,Customer_378,2025-05-04,,1500000,,UNPAID
2007332449335,8504,Customer_379,2025-02-17,2025-02-18,1284000,1284000,PAID
8496118588044,3001,Customer_380,2025-04-17,2025-04-20,1500000,2000000,OVERPAID
4334264269310,8504,Customer_381,2025-06-02,2025-06-03,1284000,1284000,PAID
6115345703197,4002,Customer_382,2025-06-03,2025-06-06,1200000,1700000,OVERPAID
9895588466277,8504,Customer_383,2025-04-05,2025-04-05,1200000,1700000,OVERPAID
4168819410114,3001,Customer_384,2025-01-11,2025-01-14,1200000,1200000,PAID
5914830566219,2000,Customer_385,2025-01-11,2025-01-14,1500000,1500000,PAID
9521329579702,3001,Customer_386,2025-04-09,2025-04-10,1284000,1284000,PAID
2171686071154,4002,Customer_387,2025-03-29,2025-03-30,1200000,1700000,OVERPAID
1940683716575,2000,Customer_388,2025-04-06,,1500000,,UNPAID
7381688784427,8504,Customer_389,2025-06-25,2025-06-28,1284000,1084000,UNDERPAID
2720164862912,4002,Customer_390,2025-03-23,2025-03-24,1500000,1500000,PAID
2191162800115,2000,Customer_391,2025-01-31,2025-01-31,1000000,1000000,PAID
7923889456882,4002,Customer_392,2025-02-24,2025-02-24,1200000,1200000,PAID
8648466526568,2000,Customer_393,2025-02-16,2025-02-17,1284000,1084000,UNDERPAID
9065409063292,8504,Customer_394,2025-02-27,2025-03-02,1284000,1784000,OVERPAID
4467736585667,8504,Customer_395,2025-06-18,2025-06-18,1200000,1000000,UNDERPAID
8999997100774,8504,Customer_396,2025-06-20,2025-06-23,1000000,1000000,PAID
4597618194349,4002,Customer_397,2025-02-10,2025-02-13,1284000,1284000,PAID
5438840652075,2000,Customer_398,2025-06-29,2025-06-29,1000000,1500000,OVERPAID
3166362016732,4002,Customer_399,2025-05-11,2025-05-14,1000000,800000,UNDERPAID
2260787265161,4002,Customer_400,2025-03-05,2025-03-06,1500000,1500000,PAID
1560756858989,2000,Customer_401,2025-05-23,,1200000,,UNPAID
4263159415206,4002,Customer_402,2025-01-10,2025-01-13,1284000,1084000,UNDERPAID
5873925593871,8504,Customer_403,2025-04-23,,1000000,,UNPAID
9165837523507,3001,Customer_404,2025-04-15,2025-04-15,1000000,1500000,OVERPAID
2102931639635,2000,Customer_405,2025-04-28,2025-04-28,1500000,2000000,OVERPAID
5904936901704,4002,Customer_406,2025-04-03,,1000000,,UNPAID
9833640272276,4002,Customer_407,2025-06-28,2025-06-28,1500000,2000000,OVERPAID
7318973723384,3001,Customer_408,2025-06-11,2025-06-12,1284000,1784000,OVERPAID
3934153934330,3001,Customer_409,2025-02-12,2025-02-13,1200000,1700000,OVERPAID
8243758376665,4002,Customer_410,2025-01-14,2025-01-14,1200000,1200000,PAID
9223287266180,4002,Customer_411,2025-02-06,2025-02-07,1500000,1500000,PAID
5757696930485,8504,Customer_412,2025-04-20,,1284000,,UNPAID
9263662935502,8504,Customer_413,2025-05-03,2025-05-04,1284000,1784000,OVERPAID
3704476551186,3001,Customer_414,2025-04-29,,1284000,,UNPAID
9272670878559,4002,Customer_415,2025-05-15,2025-05-18,1500000,2000000,OVERPAID
1517370807186,4002,Customer_416,2025-06-06,2025-06-06,1284000,1784000,OVERPAID
8200125603198,3001,Customer_417,2025-06-17,2025-06-17,1284000,1084000,UNDERPAID
3259185983156,4002,Customer_418,2025-01-22,2025-01-22,1500000,1300000,UNDERPAID
8116585644040,8504,Customer_419,2025-06-16,2025-06-19,1500000,1500000,PAID
7863629941436,4002,Customer_420,2025-02-24,2025-02-24,1000000,800000,UNDERPAID
4280217829062,3001,Customer_421,2025-04-27,2025-04-27,1500000,2000000,OVERPAID
5462272484014,4002,Customer_422,2025-06-10,2025-06-10,1200000,1000000,UNDERPAID
8233109813273,2000,Customer_423,2025-05-27,2025-05-30,1000000,1500000,OVERPAID
5261587819352,8504,Customer_424,2025-05-31,2025-06-03,1000000,1000000,PAID
3671787008134,4002,Customer_425,2025-06-08,,1000000,,UNPAID
3211280046332,4002,Customer_426,2025-02-10,,1500000,,UNPAID
4565386759953,8504,Customer_427,2025-01-30,,1200000,,UNPAID
3714689888427,3001,Customer_428,2025-04-29,2025-04-30,1000000,800000,UNDERPAID
6801288115413,4002,Customer_429,2025-05-27,,1000000,,UNPAID
7427375983498,3001,Customer_430,2025-01-04,2025-01-04,1000000,1500000,OVERPAID
3833138672401,3001,Customer_431,2025-05-19,2025-05-19,1000000,1500000,OVERPAID
3371106444663,4002,Customer_432,2025-06-22,2025-06-25,1500000,2000000,OVERPAID
5214862339724,2000,Customer_433,2025-04-15,2025-04-18,1200000,1700000,OVERPAID
9964842646795,2000,Customer_434,2025-01-31,2025-02-03,1000000,1000000,PAID
3190521358141,3001,Customer_435,2025-03-16,2025-03-17,1200000,1000000,UNDERPAID
4852969909485,8504,Customer_436,2025-02-17,2025-02-17,1284000,1784000,OVERPAID
1238121851239,4002,Customer_437,2025-06-20,,1284000,,UNPAID
1192808757519,8504,Customer_438,2025-02-16,,1000000,,UNPAID
6829650444808,4002,Customer_439,2025-04-22,2025-04-25,1200000,1200000,PAID
1290985993178,2000,Customer_440,2025-05-19,2025-05-20,1500000,1500000,PAID
8578937789118,8504,Customer_441,2025-06-13,2025-06-13,1000000,1500000,OVERPAID
9339483385150,4002,Customer_442,2025-06-16,,1200000,,UNPAID
6872658266524,8504,Customer_443,2025-02-04,,1284000,,UNPAID
9007733772393,2000,Customer_444,2025-06-13,2025-06-16,1200000,1200000,PAID
1565379777287,2000,Customer_445,2025-06-22,2025-06-25,1284000,1084000,UNDERPAID
8616885008987,4002,Customer_446,2025-03-27,2025-03-28,1200000,1200000,PAID
6391167562459,2000,Customer_447,2025-05-29,2025-05-30,1000000,1000000,PAID
2412775980240,2000,Customer_448,2025-05-24,2025-05-25,1284000,1284000,PAID
3494875433303,2000,Customer_449,2025-05-04,2025-05-04,1284000,1284000,PAID
9823792863470,4002,Customer_450,2025-01-01,2025-01-04,1500000,1500000,PAID
9641943947649,3001,Customer_451,2025-03-03,2025-03-06,1000000,800000,UNDERPAID
2935576828540,2000,Customer_452,2025-06-18,2025-06-19,1500000,2000000,OVERPAID
3957271245363,3001,Customer_453,2025-05-31,2025-05-31,1000000,1500000,OVERPAID
5810528539616,8504,Customer_454,2025-01-10,2025-01-13,1000000,800000,UNDERPAID
1194661103470,4002,Customer_455,2025-01-07,2025-01-08,1500000,1300000,UNDERPAID
6704190049898,2000,Customer_456,2025-06-23,2025-06-24,1200000,1000000,UNDERPAID
1770579796584,2000,Customer_457,2025-04-23,2025-04-24,1500000,1300000,UNDERPAID
9336245326477,8504,Customer_458,2025-05-15,2025-05-16,1500000,2000000,OVERPAID
1911472418027,2000,Customer_459,2025-06-12,2025-06-15,1500000,1500000,PAID
1642442839303,8504,Customer_460,2025-02-12,,1000000,,UNPAID
7014455456634,3001,Customer_461,2025-03-22,,1284000,,UNPAID
9141921233763,2000,Customer_462,2025-04-14,2025-04-17,1284000,1284000,PAID
7563367409883,2000,Customer_463,2025-06-06,2025-06-09,1000000,1000000,PAID
7416570445300,4002,Customer_464,2025-02-17,,1000000,,UNPAID
3159126132548,8504,Customer_465,2025-01-31,,1200000,,UNPAID
4038280488393,8504,Customer_466,2025-03-17,,1000000,,UNPAID
7868934406119,4002,Customer_467,2025-04-15,2025-04-15,1500000,1500000,PAID
9811512644982,4002,Customer_468,2025-03-08,2025-03-09,1284000,1284000,PAID
2969695919486,8504,Customer_469,2025-06-05,,1200000,,UNPAID
5081380065200,3001,Customer_470,2025-02-01,2025-02-01,1000000,1500000,OVERPAID
2472664413998,4002,Customer_471,2025-05-28,2025-05-29,1500000,2000000,OVERPAID
7631794706998,3001,Customer_472,2025-04-29,2025-04-29,1284000,1084000,UNDERPAID
8831811743483,4002,Customer_473,2025-05-15,2025-05-18,1500000,2000000,OVERPAID
7094234939476,4002,Customer_474,2025-01-09,2025-01-10,1000000,1000000,PAID
2970138900086,8504,Customer_475,2025-03-15,2025-03-15,1200000,1700000,OVERPAID
2326745802008,8504,Customer_476,2025-04-15,2025-04-15,1200000,1200000,PAID
1470420263390,8504,Customer_477,2025-02-27,2025-03-02,1000000,1500000,OVERPAID
5955222979835,4002,Customer_478,2025-03-31,2025-03-31,1284000,1084000,UNDERPAID
1239900938358,4002,Customer_479,2025-01-23,2025-01-23,1500000,1300000,UNDERPAID
7865577725443,8504,Customer_480,2025-03-15,,1200000,,UNPAID
8332283352491,2000,Customer_481,2025-01-15,2025-01-15,1200000,1000000,UNDERPAID
1918582744453,4002,Customer_482,2025-05-28,2025-05-29,1200000,1000000,UNDERPAID
3053772058277,3001,Customer_483,2025-01-06,2025-01-07,1200000,1200000,PAID
2052929744983,8504,Customer_484,2025-05-23,2025-05-23,1000000,1000000,PAID
6246451484648,8504,Customer_485,2025-06-10,2025-06-13,1200000,1000000,UNDERPAID
5886747755369,8504,Customer_486,2025-06-11,2025-06-11,1000000,1000000,PAID
1256228918857,3001,Customer_487,2025-04-26,2025-04-29,1000000,1000000,PAID
4938858553736,4002,Customer_488,2025-04-19,,1200000,,UNPAID
2725869927206,8504,Customer_489,2025-02-15,2025-02-18,1200000,1700000,OVERPAID
4088811909659,8504,Customer_490,2025-04-08,2025-04-11,1000000,1500000,OVERPAID
2693435582002,4002,Customer_491,2025-05-02,,1000000,,UNPAID
6766886592678,2000,Customer_492,2025-01-26,2025-01-29,1200000,1700000,OVERPAID
2510848605803,3001,Customer_493,2025-01-18,,1200000,,UNPAID
7941715828042,2000,Customer_494,2025-03-17,2025-03-20,1000000,1500000,OVERPAID
2716146939665,3001,Customer_495,2025-03-07,,1284000,,UNPAID
1988780215994,4002,Customer_496,2025-01-03,,1284000,,UNPAID
1064112814783,8504,Customer_497,2025-03-28,2025-03-31,1200000,1000000,UNDERPAID
2223614650808,4002,Customer_498,2025-03-15,2025-03-16,1284000,1084000,UNDERPAID
1048332225024,2000,Customer_499,2025-01-26,2025-01-27,1000000,1500000,OVERPAID
2467364998458,8504,Customer_500,2025-06-01,2025-06-04,1000000,1500000,OVERPAID
9030890494965,3001,Customer_501,2025-06-01,,1000000,,UNPAID
4620445225857,4002,Customer_502,2025-01-16,,1500000,,UNPAID
6665849741421,8504,Customer_503,2025-06-26,2025-06-27,1284000,1084000,UNDERPAID
2727643550586,3001,Customer_504,2025-03-21,,1500000,,UNPAID
3324404044253,4002,Customer_505,2025-01-27,2025-01-28,1500000,1500000,PAID
8352911732635,2000,Customer_506,2025-04-07,2025-04-10,1200000,1000000,UNDERPAID
2685892386618,3001,Customer_507,2025-06-20,2025-06-20,1000000,1000000,PAID
7938655124653,2000,Customer_508,2025-05-27,2025-05-27,1000000,800000,UNDERPAID
9130492071749,4002,Customer_509,2025-05-22,,1500000,,UNPAID
5030401506157,4002,Customer_510,2025-06-30,2025-07-01,1500000,1300000,UNDERPAID
2348480884212,2000,Customer_511,2025-04-11,2025-04-14,1200000,1700000,OVERPAID
9545740614041,8504,Customer_512,2025-06-23,2025-06-26,1500000,2000000,OVERPAID
7106877996142,4002,Customer_513,2025-06-25,,1284000,,UNPAID
3578113166798,8504,Customer_514,2025-05-12,2025-05-12,1000000,1000000,PAID
4076215883718,2000,Customer_515,2025-01-05,2025-01-06,1200000,1700000,OVERPAID
7341277734589,2000,Customer_516,2025-02-19,2025-02-19,1200000,1700000,OVERPAID
5859547574697,4002,Customer_517,2025-04-20,,1000000,,UNPAID
3621408602287,8504,Customer_518,2025-05-28,2025-05-29,1284000,1084000,UNDERPAID
7794936988915,2000,Customer_519,2025-06-04,2025-06-07,1000000,1000000,PAID
4214516621901,8504,Customer_520,2025-05-12,2025-05-15,1284000,1284000,PAID
7456949698367,2000,Customer_521,2025-05-18,2025-05-19,1500000,1300000,UNDERPAID
6035455077443,3001,Customer_522,2025-05-08,2025-05-11,1500000,1500000,PAID
7807853474677,3001,Customer_523,2025-04-21,2025-04-21,1000000,1000000,PAID
7065900306872,3001,Customer_524,2025-03-04,,1500000,,UNPAID
8573483325173,4002,Customer_525,2025-04-17,2025-04-18,1200000,1200000,PAID
8673268657505,2000,Customer_526,2025-05-04,2025-05-07,1284000,1284000,PAID
5940219818171,8504,Customer_527,2025-06-04,2025-06-05,1500000,1500000,PAID
7888866978563,8504,Customer_528,2025-06-19,,1200000,,UNPAID
2696624580438,2000,Customer_529,2025-04-10,2025-04-10,1000000,800000,UNDERPAID
4098991121388,8504,Customer_530,2025-03-23,,1200000,,UNPAID
4650385424027,2000,Customer_531,2025-05-25,2025-05-28,1200000,1700000,OVERPAID
3513383626032,8504,Customer_532,2025-01-01,2025-01-01,1000000,1000000,PAID
8253800694926,4002,Customer_533,2025-05-06,2025-05-07,1284000,1784000,OVERPAID
8324271236333,3001,Customer_534,2025-05-02,2025-05-05,1284000,1284000,PAID
3907127507418,4002,Customer_535,2025-04-27,2025-04-30,1284000,1284000,PAID
8025253891301,2000,Customer_536,2025-03-07,,1000000,,UNPAID
8215376211430,4002,Customer_537,2025-06-05,2025-06-05,1284000,1284000,PAID
6113662084459,2000,Customer_538,2025-03-02,2025-03-03,1500000,1500000,PAID
9550793104322,8504,Customer_539,2025-01-02,,1284000,,UNPAID
7605906429024,8504,Customer_540,2025-05-04,,1500000,,UNPAID
2160148028332,4002,Customer_541,2025-06-30,2025-07-03,1000000,800000,UNDERPAID
4496360041579,4002,Customer_542,2025-03-23,2025-03-26,1284000,1284000,PAID
6758595864743,4002,Customer_543,2025-01-03,,1000000,,UNPAID
6860632903284,8504,Customer_544,2025-02-05,2025-02-06,1200000,1000000,UNDERPAID
8993504888307,3001,Customer_545,2025-05-16,,1500000,,UNPAID
5010204881976,3001,Customer_546,2025-03-21,2025-03-21,1200000,1000000,UNDERPAID
2249891481437,8504,Customer_547,2025-04-26,,1200000,,UNPAID
6208978055709,3001,Customer_548,2025-04-18,2025-04-21,1000000,1500000,OVERPAID
8068478398989,4002,Customer_549,2025-02-20,,1500000,,UNPAID
5445555735939,3001,Customer_550,2025-01-10,2025-01-10,1200000,1700000,OVERPAID
7652590095368,3001,Customer_551,2025-01-08,2025-01-11,1500000,1300000,UNDERPAID
3728868377445,2000,Customer_552,2025-05-16,2025-05-19,1200000,1700000,OVERPAID
5083344636609,4002,Customer_553,2025-02-05,2025-02-06,1500000,1300000,UNDERPAID
3970202523769,8504,Customer_554,2025-04-28,2025-04-28,1500000,1300000,UNDERPAID
8323368723142,8504,Customer_555,2025-06-12,,1200000,,UNPAID
7541777712341,3001,Customer_556,2025-02-06,2025-02-06,1284000,1784000,OVERPAID
3931778491967,2000,Customer_557,2025-06-20,2025-06-23,1284000,1084000,UNDERPAID
8670437604032,3001,Customer_558,2025-06-08,2025-06-11,1500000,2000000,OVERPAID
4286670939085,2000,Customer_559,2025-04-20,2025-04-23,1000000,1500000,OVERPAID
5745467766518,3001,Customer_560,2025-01-26,2025-01-27,1284000,1084000,UNDERPAID
5214467474179,2000,Customer_561,2025-02-05,,1284000,,UNPAID
5580539918983,4002,Customer_562,2025-06-17,,1284000,,UNPAID
8471501969042,2000,Customer_563,2025-02-19,2025-02-20,1284000,1084000,UNDERPAID
8291914968257,4002,Customer_564,2025-05-14,2025-05-17,1200000,1700000,OVERPAID
8746382425825,3001,Customer_565,2025-01-15,,1284000,,UNPAID
5599738217688,2000,Customer_566,2025-01-14,2025-01-17,1500000,1300000,UNDERPAID
6419549449900,8504,Customer_567,2025-05-04,2025-05-04,1000000,800000,UNDERPAID
7929582141506,4002,Customer_568,2025-03-03,2025-03-04,1500000,1300000,UNDERPAID
3950244861018,2000,Customer_569,2025-01-26,2025-01-29,1284000,1284000,PAID
1834893615055,2000,Customer_570,2025-05-29,,1000000,,UNPAID
2773839666936,2000,Customer_571,2025-01-18,2025-01-19,1284000,1084000,UNDERPAID
2991997693845,8504,Customer_572,2025-01-20,2025-01-23,1500000,1300000,UNDERPAID
4307646401555,4002,Customer_573,2025-06-29,2025-07-02,1000000,800000,UNDERPAID
3597602659936,3001,Customer_574,2025-06-10,2025-06-10,1284000,1784000,OVERPAID
9697956849477,4002,Customer_575,2025-06-07,2025-06-10,1284000,1284000,PAID
1090798354750,4002,Customer_576,2025-01-01,2025-01-04,1200000,1000000,UNDERPAID
8512285607714,4002,Customer_577,2025-06-25,2025-06-26,1200000,1000000,UNDERPAID
7464929289744,2000,Customer_578,2025-06-15,2025-06-16,1284000,1284000,PAID
4784281973054,3001,Customer_579,2025-05-06,2025-05-06,1000000,800000,UNDERPAID
7644702064264,2000,Customer_580,2025-01-09,2025-01-12,1200000,1000000,UNDERPAID
5493603320992,3001,Customer_581,2025-03-20,,1500000,,UNPAID
9578147963137,4002,Customer_582,2025-06-30,2025-06-30,1284000,1284000,PAID
8978560302006,4002,Customer_583,2025-06-29,2025-06-30,1500000,1500000,PAID
3832319645104,3001,Customer_584,2025-04-09,,1200000,,UNPAID
3030726244365,8504,Customer_585,2025-06-28,2025-07-01,1000000,1000000,PAID
2978496161349,3001,Customer_586,2025-05-28,2025-05-29,1284000,1284000,PAID
5614526182203,8504,Customer_587,2025-02-18,,1200000,,UNPAID
1670370032938,3001,Customer_588,2025-02-12,2025-02-13,1500000,1500000,PAID
9263213382511,2000,Customer_589,2025-03-26,2025-03-29,1200000,1000000,UNDERPAID
7583439773289,3001,Customer_590,2025-02-15,2025-02-15,1000000,1000000,PAID
1366232820334,2000,Customer_591,2025-04-02,2025-04-03,1000000,1500000,OVERPAID
8215288360303,8504,Customer_592,2025-03-24,2025-03-25,1500000,1500000,PAID
7721266265505,4002,Customer_593,2025-06-12,,1000000,,UNPAID
4736907117779,3001,Customer_594,2025-05-19,2025-05-19,1200000,1700000,OVERPAID
8542949462675,2000,Customer_595,2025-04-21,,1284000,,UNPAID
8310850969507,4002,Customer_596,2025-02-07,,1000000,,UNPAID
1211479638077,4002,Customer_597,2025-06-21,2025-06-21,1500000,1300000,UNDERPAID
8257656261557,8504,Customer_598,2025-04-13,2025-04-14,1500000,1300000,UNDERPAID
9732558006958,3001,Customer_599,2025-01-23,,1500000,,UNPAID
3119651513540,2000,Customer_600,2025-02-09,2025-02-10,1200000,1700000,OVERPAID
2371244710922,8504,Customer_601,2025-03-12,2025-03-12,1200000,1700000,OVERPAID
1245460688105,8504,Customer_602,2025-03-03,2025-03-04,1500000,2000000,OVERPAID
6166258590698,3001,Customer_603,2025-01-26,,1500000,,UNPAID
1071275759731,4002,Customer_604,2025-02-16,2025-02-17,1500000,1500000,PAID
8023185734053,4002,Customer_605,2025-02-05,,1000000,,UNPAID
6341582703268,2000,Customer_606,2025-04-10,,1284000,,UNPAID
7082894633389,2000,Customer_607,2025-04-08,2025-04-11,1000000,1500000,OVERPAID
7686726648441,8504,Customer_608,2025-05-09,2025-05-12,1284000,1784000,OVERPAID
4553156779056,4002,Customer_609,2025-04-05,2025-04-06,1000000,800000,UNDERPAID
4377717533861,8504,Customer_610,2025-03-22,,1284000,,UNPAID
8661751186552,8504,Customer_611,2025-06-08,,1500000,,UNPAID
1030820198243,2000,Customer_612,2025-02-10,2025-02-10,1284000,1784000,OVERPAID
